"UID","CB","CF","CH","FB","SI","SL"
6633,0.993733584880829,0.000145487807458267,0.000465057120891288,0.000649354420602322,5.53078534721863e-05,0.00495126750320196
5480,0.429306089878082,0.00319363526068628,0.00116678746417165,0.00208913488313556,0.000931622926145792,0.563312768936157
2805,0.975106835365295,0.000588737428188324,0.000603243475779891,0.0017143941950053,0.00015523677575402,0.0218315217643976
5723,0.98717075586319,0.000131113032693975,0.000563948939088732,0.00230300356633961,9.77808449533768e-05,0.00973333884030581
5366,0.994299650192261,0.000106673382106237,0.000465085788164288,0.000533600396011025,4.47567545052152e-05,0.00455017993226647
1490,0.933893740177155,0.00207254523411393,0.00894717685878277,0.00464473431929946,0.000430934684118256,0.0500108525156975
212,0.992915511131287,0.000241624424234033,0.000131645327201113,0.000406517618102953,6.73026515869424e-05,0.00623740255832672
7989,0.626509547233582,0.00210224348120391,0.0707728415727615,0.148181095719337,0.00130541785620153,0.151128903031349
4593,0.278371393680573,0.00155568832997233,0.382741302251816,0.285131961107254,0.00232304655946791,0.0498766340315342
2133,0.982702136039734,0.000556435028556734,0.000625424610916525,0.00100739917252213,0.00015644593804609,0.0149521781131625
4038,0.989055871963501,0.000348126370226964,0.000327937654219568,0.000623250030912459,9.89238760666922e-05,0.0095458971336484
2335,0.652804732322693,0.00155097141396254,0.0505749583244324,0.170413210988045,0.00165413995273411,0.123002029955387
8362,0.967565178871155,0.00141106441151351,0.00221782736480236,0.000943085527978837,0.000247205549385399,0.0276156645268202
6297,0.282722294330597,0.00158000353258103,0.388723492622375,0.289588540792465,0.00236357911489904,0.0350220836699009
407,0.975773751735687,0.000260527100181207,0.00158474349882454,0.00306225544773042,0.00012787341256626,0.0191907845437527
7622,0.962643921375275,0.00140388740692288,0.00220654695294797,0.00131009903270751,0.000245948205702007,0.0321896560490131
2467,0.982862412929535,0.000556525774300098,0.000373834365746006,0.00109439517837018,0.000158142967848107,0.0149546163156629
1729,0.811239659786224,0.00665281107649207,0.0321480520069599,0.0179944038391113,0.00133722927421331,0.130627855658531
8074,0.242753878235817,0.00111790513619781,0.00155498215463012,0.00289035984314978,0.00049622543156147,0.751186668872833
1472,0.892420589923859,0.00356847350485623,0.0153776071965694,0.00843641720712185,0.00109359109774232,0.0791033729910851
1145,0.293052345514297,0.00141600298229605,0.477425038814545,0.169949099421501,0.00276377215050161,0.0553937181830406
4722,0.967034101486206,0.00132629612926394,0.00128560431767255,0.00130699086003006,0.000192925712326542,0.0288540367037058
3560,0.985942304134369,0.000511343008838594,0.000396424031350762,0.00103680568281561,0.000145303725730628,0.011967871338129
5695,0.865335762500763,0.00508569274097681,0.0211456101387739,0.0139143401756883,0.00108054734300822,0.0934380292892456
550,0.967637836933136,0.00143456575460732,0.00138833071105182,0.00124068406876177,0.000222995076910593,0.0280756056308746
3107,0.994225919246674,0.000241943300352432,0.000126434955745935,0.000407054118113592,6.73914692015387e-05,0.00493122544139624
5160,0.951539635658264,0.00181958160828799,0.00538071803748608,0.0021773015614599,0.00031877399305813,0.0387639626860619
8295,0.804706573486328,0.00179794698487967,0.0247972030192614,0.0112753314897418,0.00129150866996497,0.156131461262703
2637,0.994213163852692,0.000253496749792248,0.000126433340483345,0.000407048908527941,6.87406136421487e-05,0.00493116211146116
6911,0.957002818584442,0.00145716476254165,0.00439978623762727,0.00259378436021507,0.000302981468848884,0.0342434719204903
2441,0.950980961322784,0.00176581833511591,0.00480667734518647,0.00380288786254823,0.0003093552950304,0.0383342653512955
2518,0.931508421897888,0.00130815466400236,0.000776341010350734,0.00147661636583507,0.000368858833098784,0.0645616054534912
4823,0.795790493488312,0.00593032594770193,0.0331141278147697,0.0152842253446579,0.0015395354712382,0.148341342806816
7322,0.320386648178101,0.00612911488860846,0.235980838537216,0.0242353174835443,0.0017352297436446,0.411532878875732
7424,0.991696953773499,0.000165939913131297,0.000441791082266718,0.000740637711714953,6.30827562417835e-05,0.00689162639901042
5495,0.983403146266937,0.000179069902515039,0.0067247417755425,0.00102235074155033,0.000190178427146748,0.00848043616861105
2725,0.992802441120148,0.000163758508278988,0.000575134356040508,0.00074146332917735,6.35580145171843e-05,0.0056535922922194
8031,0.992548048496246,0.000162955300766043,0.000520892557688057,0.00116050627548248,6.19482016190886e-05,0.005545724183321
9145,0.966906845569611,0.000412205292377621,0.00225005368702114,0.0084128575399518,9.27792279981077e-05,0.0219252891838551
5029,0.400490492582321,0.00572371669113636,0.0818474143743515,0.0244404226541519,0.00176128605380654,0.485736608505249
115,0.233733162283897,0.00174431351479143,0.216182947158813,0.387088268995285,0.00193957379087806,0.159311771392822
7912,0.965465247631073,0.00143553339876235,0.00149008096195757,0.000803723407443613,0.000223145485506393,0.0305822771042585
1725,0.844795763492584,0.006860441993922,0.0339052602648735,0.0115906009450555,0.00122662342619151,0.101621344685555
5809,0.372778862714767,0.00580853782594204,0.438727527856827,0.0194108337163925,0.00341753661632538,0.159856677055359
6792,0.980229139328003,0.000287692411802709,0.000263117864960805,0.00392503710463643,0.000133868263219483,0.0151611054316163
7075,0.980455756187439,0.000673024333082139,0.000607955793384463,0.00092523021157831,0.000191247236216441,0.0171468071639538
3137,0.986459016799927,0.00034721233532764,0.000279411004157737,0.000857886974699795,9.86641462077387e-05,0.0119577394798398
7289,0.875924229621887,0.00339775695465505,0.0136513151228428,0.00913028977811337,0.0010412730043754,0.0968550965189934
703,0.836068570613861,0.00545307854190469,0.0204525999724865,0.0148234562948346,0.00120769836939871,0.121994622051716
43,0.204747393727303,0.00147200806532055,0.194661945104599,0.500723898410797,0.00248246872797608,0.0959123149514198
4537,0.994371473789215,8.11748614069074e-05,0.000240428780671209,0.00111569790169597,4.16870461776853e-05,0.00414962414652109
1312,0.9939866065979,0.000205092263058759,0.000111741450382397,0.000345054897479713,5.71268938074354e-05,0.00529434718191624
8869,0.9684157371521,0.000562325003556907,0.00179696606937796,0.00914906989783049,8.60975123941898e-05,0.0199897531419992
3033,0.977351188659668,0.00049512879922986,0.000943362654652447,0.00653094984591007,6.83996186126024e-05,0.0146109685301781
125,0.482398718595505,0.00109023612458259,0.132946759462357,0.239234834909439,0.000986218801699579,0.143343269824982
2569,0.957953155040741,0.00151355692651123,0.00457005808129907,0.00297322613187134,0.000314706994686276,0.0326753333210945
8624,0.934086561203003,0.00173444801475853,0.00458931038156152,0.00388055085204542,0.000303859531413764,0.0554053448140621
8284,0.357748508453369,0.00599850108847022,0.0997375473380089,0.0256137605756521,0.0018458419945091,0.509055852890015
9022,0.859322488307953,0.0155286835506558,0.0214544273912907,0.0133062796667218,0.0010333270765841,0.0893547832965851
3964,0.994200706481934,0.000241937159444205,0.000126431754324585,0.000432460074080154,6.73897593514994e-05,0.00493110017850995
1520,0.694610714912415,0.00260545103810728,0.0761280283331871,0.0260616485029459,0.0052778678946197,0.195316269993782
5607,0.960864663124084,0.000925232947338372,0.00084392138523981,0.00136987783480436,0.00030009399051778,0.0356962382793427
5737,0.994970262050629,8.63858222146519e-05,0.000200654147192836,0.000932303897570819,4.01957113354001e-05,0.00377024454064667
1171,0.863063097000122,0.00580269237980247,0.0210900753736496,0.0157738346606493,0.00107770948670805,0.0931926295161247
8431,0.982829034328461,0.000556506856810302,0.000373821676475927,0.00112838030327111,0.000158137598191388,0.0149541078135371
739,0.82780784368515,0.00195675995200872,0.0124457534402609,0.00320316478610039,0.00140062079299241,0.15318588912487
5740,0.992912709712982,0.000106191175291315,0.000460772658698261,0.00103740708436817,5.45340772077907e-05,0.00542844738811255
245,0.991227686405182,0.000252735510002822,0.000195075699593872,0.000405826576752588,6.85341947246343e-05,0.00785014405846596
18,0.99379301071167,9.80832337518223e-05,0.00060246215434745,0.000867323775310069,4.26957303716335e-05,0.00459634559229016
6866,0.965696632862091,0.0013386148493737,0.00128382619004697,0.000868136994540691,0.000223198963794857,0.0305896066129208
4916,0.985217392444611,0.000253501639235765,0.000523203809279948,0.00105324224568903,7.89372861618176e-05,0.0128737464547157
9187,0.63409548997879,0.00150652101729065,0.052690327167511,0.190624058246613,0.00160673272330314,0.119476824998856
1062,0.6979940533638,0.00241284002549946,0.0676642283797264,0.0159609466791153,0.00201741699129343,0.213950514793396
3909,0.822343051433563,0.00736850406974554,0.0283139422535896,0.0140405166894197,0.00136830180417746,0.12656569480896
924,0.991431951522827,0.000236465202760883,0.000155516056111082,0.000401074095861986,7.97849061200395e-05,0.00769516127184033
7270,0.313298910856247,0.00314772967249155,0.23232190310955,0.348335564136505,0.00357070798054338,0.0993251949548721
2114,0.472941339015961,0.00180771830491722,0.112426184117794,0.288155734539032,0.00349290226586163,0.121176064014435
7109,0.319264858961105,0.00514958426356316,0.420808434486389,0.155472427606583,0.00268371030688286,0.0966210216283798
6391,0.892451703548431,0.00356859806925058,0.0143377119675279,0.00922213960438967,0.00131364993285388,0.0791061297059059
5138,0.882939159870148,0.00492000300437212,0.0208356790244579,0.0122787831351161,0.000913771393243223,0.0781125649809837
5152,0.987400949001312,0.00020418330677785,0.000230364690651186,0.00064751657191664,0.000118184747407213,0.0113987857475877
7875,0.963428318500519,0.00142713158857077,0.00136871938593686,0.00092554313596338,0.000237958258367144,0.032612357288599
7930,0.982555985450745,0.000253833917668089,0.000232151360251009,0.00346309854649007,0.000118113217467908,0.0133767910301685
4450,0.991465628147125,0.000285983929643407,0.000141541677294299,0.000534408376552165,7.50796534703113e-05,0.00749735813587904
2593,0.850377917289734,0.00597006874158978,0.0232729762792587,0.0148994103074074,0.00110879505518824,0.104370824992657
5537,0.353058397769928,0.00154671806376427,0.0551010854542255,0.345407396554947,0.00298859365284443,0.241897866129875
7518,0.934201657772064,0.00159339711535722,0.00174855801742524,0.00205488898791373,0.000452781212516129,0.0599486455321312
1748,0.844795763492584,0.006860441993922,0.0339052602648735,0.0115906009450555,0.00122662342619151,0.101621344685555
4170,0.229542851448059,0.00179571518674493,0.223287373781204,0.399352014064789,0.00319702248089015,0.142825052142143
8082,0.471405833959579,0.0016237428644672,0.00151991762686521,0.00277803302742541,0.000476940826047212,0.52219557762146
534,0.96174818277359,0.00134772143792361,0.00185039220377803,0.000900750164873898,0.000235274084843695,0.0339177139103413
7908,0.836396932601929,0.00806689169257879,0.0318889394402504,0.0141121195629239,0.00125621701590717,0.108278922736645
7675,0.31262344121933,0.00571499764919281,0.501918435096741,0.0190982427448034,0.00336250104010105,0.157282382249832
1997,0.974762499332428,0.000394691829569638,0.00158138165716082,0.00429283175617456,8.29778000479564e-05,0.0188855919986963
3797,0.858068585395813,0.00556357251480222,0.0101889166980982,0.00393955828621984,0.00107862276490778,0.121160782873631
5012,0.95502769947052,0.00141587073449045,0.00142858910840005,0.00113393028732389,0.000220089030335657,0.0407738424837589
2952,0.939287662506104,0.00150315812788904,0.00580636598169804,0.00405973102897406,0.000312544812913984,0.0490305162966251
3352,0.948604702949524,0.00149045861326158,0.00421928288415074,0.0038162306882441,0.00026111479382962,0.0416081883013248
2867,0.645458936691284,0.00130524183623493,0.0443745739758015,0.163007467985153,0.00165998539887369,0.144193768501282
4614,0.817049503326416,0.00168600771576166,0.0232533402740955,0.0105733349919319,0.00102706032339483,0.146410793066025
8255,0.886066257953644,0.00199782196432352,0.00306329037994146,0.0459723472595215,0.000397967698518187,0.0625023692846298
2016,0.187366649508476,0.0012722397223115,0.0991318747401237,0.592180788516998,0.00119062513113022,0.118857808411121
357,0.19614976644516,0.00141019630245864,0.186487823724747,0.47878959774971,0.00173427339177579,0.13542839884758
1371,0.813092291355133,0.00746197998523712,0.0330049879848957,0.0129050593823195,0.00136570550967008,0.132169976830482
3625,0.96020770072937,0.00132712256163359,0.00118669087532908,0.0012311574537307,0.000221282782149501,0.0358260758221149
2103,0.965497136116028,0.00133833824656904,0.00149013020563871,0.000867957656737417,0.000223152863327414,0.0305832866579294
7130,0.638731241226196,0.00786825455725193,0.145643204450607,0.0246494356542826,0.00428524799644947,0.178822591900826
2191,0.799051582813263,0.0085267648100853,0.031869925558567,0.017702154815197,0.00159844290465117,0.141251131892204
1801,0.218742504715919,0.00285497563891113,0.509918332099915,0.215412229299545,0.00233804737217724,0.0507339015603065
6829,0.9847092628479,0.000270585791440681,0.000401313824113458,0.000592690601479262,0.000200974740437232,0.0138252461329103
4503,0.729137659072876,0.00523125706240535,0.0151219246909022,0.0422528982162476,0.0010150441667065,0.207241237163544
5509,0.844521224498749,0.00550820911303163,0.0200197659432888,0.0149733209982514,0.00121990812476724,0.1137575507164
2460,0.990499317646027,0.000348634435795248,0.00026909593725577,0.000624159583821893,9.90682456176728e-05,0.00815971195697784
5362,0.990905404090881,0.000161132120410912,0.000188943900866434,0.000659931392874569,4.94833802804351e-05,0.00803508050739765
6034,0.293492466211319,0.00256264745257795,0.210553914308548,0.368818610906601,0.00413900660350919,0.12043335288763
4044,0.834616184234619,0.0150822196155787,0.0259664617478848,0.0129237119108438,0.00119869585614651,0.110212743282318
9243,0.993804097175598,9.80843251454644e-05,0.000845158065203577,0.000867333437781781,4.26962069468573e-05,0.00434267474338412
1931,0.876052379608154,0.00317856180481613,0.00527387065812945,0.0324075259268284,0.000470410974230617,0.0826172456145287
2078,0.965746223926544,0.00132452975958586,0.00128389219753444,0.000831706682220101,0.000222468108404428,0.0305911768227816
6590,0.96815288066864,0.000447456317488104,0.00232095550745726,0.00715213548392057,0.000107625011878554,0.0218189414590597
2559,0.817721784114838,0.00748057570308447,0.0396528206765652,0.0131882699206471,0.0013375012204051,0.120618991553783
3465,0.971069157123566,0.000655728566925973,0.0012493513058871,0.00758497649803758,9.05856941244565e-05,0.0193501766771078
8668,0.950615227222443,0.00162139243911952,0.00145789620000869,0.00189402396790683,0.000420211785240099,0.0439913086593151
2823,0.842533767223358,0.00436884444206953,0.0245284661650658,0.0164309442043304,0.00121466722339392,0.110923372209072
4810,0.891328692436218,0.00356410746462643,0.0143196694552898,0.0104689132422209,0.00131199683528394,0.079006589949131
5998,0.9916752576828,0.000283814908470958,0.000234961189562455,0.000266561983153224,7.69619073253125e-05,0.00746236369013786
7205,0.567794442176819,0.00187258538790047,0.0612316839396954,0.245849132537842,0.00199714722111821,0.121255002915859
7733,0.800472617149353,0.0118361823260784,0.00965527538210154,0.0491880215704441,0.000843697926029563,0.12800420820713
1327,0.99509996175766,0.000205321979592554,0.000107297353679314,0.000345441396348178,5.71908785786945e-05,0.00418482068926096
8522,0.953800737857819,0.00155196827836335,0.00509067345410585,0.00276253651827574,0.00032269352232106,0.0364713445305824
3018,0.309597373008728,0.00144574570003897,0.134335830807686,0.378229677677155,0.00192036083899438,0.174471035599709
6977,0.993377149105072,0.000122359342640266,0.000533475133124739,0.000696389121003449,5.13380800839514e-05,0.00521926861256361
5974,0.985237896442413,0.000509607489220798,0.000423748133471236,0.000700575415976346,0.000144810634083115,0.0129833975806832
3382,0.88966315984726,0.00170210376381874,0.00381997996009886,0.00427446747198701,0.000463551376014948,0.100076794624329
5374,0.233036085963249,0.00151737802661955,0.226685374975204,0.374234914779663,0.00337646598927677,0.161149770021439
1325,0.808589220046997,0.00742065394297242,0.0328221991658211,0.0183717533946037,0.00135814200621098,0.131438001990318
300,0.960190117359161,0.00153937214054167,0.00149214302655309,0.000966612191405147,0.000258553074672818,0.0355531573295593
1198,0.964723110198975,0.000793889164924622,0.00124868843704462,0.00852081552147865,9.24058113014325e-05,0.0246210619807243
5181,0.627304136753082,0.00366049655713141,0.00778010906651616,0.00427222205325961,0.00120179343502969,0.35578128695488
1141,0.83886706829071,0.00774830346927047,0.0382931977510452,0.0181563459336758,0.00139264238532633,0.0955424606800079
8332,0.466973453760147,0.00143843982368708,0.0015078759752214,0.00274793244898319,0.000481192895676941,0.526851117610931
4411,0.691628694534302,0.00234256056137383,0.0712385922670364,0.0221325289458036,0.00493890326470137,0.207718729972839
1912,0.670672237873077,0.00239343615248799,0.0448313765227795,0.156455740332603,0.00169941445346922,0.123947791755199
4987,0.963748633861542,0.000532734964508563,0.000816591957118362,0.00307663506828249,0.000195320608327165,0.0316301137208939
8960,0.992826104164124,0.000241602654568851,0.000126256942166947,0.000406481005484238,6.72965907142498e-05,0.0063322875648737
5535,0.478100836277008,0.00144189700949937,0.129343464970589,0.188850954174995,0.00195676879957318,0.200306132435799
7605,0.955380976200104,0.00177398836240172,0.00450220890343189,0.00331365084275603,0.000310786621412262,0.0347183756530285
4673,0.809367060661316,0.00555195519700646,0.00626054219901562,0.00310841668397188,0.00104715197812766,0.174664840102196
3754,0.994504511356354,8.11857244116254e-05,0.000240460954955779,0.000981973251327872,4.16926268371753e-05,0.00415017921477556
3512,0.944705486297607,0.000832835794426501,0.00871366914361715,0.00311272568069398,0.000161222953465767,0.0424740202724934
5188,0.99363386631012,0.000255470804404467,0.00012005210010102,0.000251402147114277,7.11594548192807e-05,0.00566801056265831
5914,0.974934101104736,0.000290414929622784,0.000696888484526426,0.00256153079681098,0.000180226459633559,0.0213368106633425
6671,0.238471254706383,0.000994619680568576,0.00102965079713613,0.00184359028935432,0.000417635194025934,0.75724321603775
7741,0.975686609745026,0.000474326137918979,0.0026539305690676,0.00175001367460936,8.3056467701681e-05,0.0193520989269018
1718,0.829074680805206,0.00679907249286771,0.0328548215329647,0.0205633416771889,0.00118406442925334,0.109524071216583
7770,0.890283405780792,0.0022951930295676,0.00553897162899375,0.0331467129290104,0.000399861775804311,0.0683358535170555
1601,0.99445241689682,8.39717540657148e-05,0.000307565729599446,0.000820340297650546,4.3123378418386e-05,0.00429260218515992
5958,0.990691125392914,0.000273236655630171,0.000131350418087095,0.00167078559752554,6.71518791932613e-05,0.00716627342626452
7370,0.941050946712494,0.000878792314324528,0.00626322580501437,0.00352313672192395,0.00020972455968149,0.0480741932988167
2691,0.910534739494324,0.00243966421112418,0.00242778332903981,0.00291096256114542,0.000589752220548689,0.0810971632599831
1800,0.408429801464081,0.00629483629018068,0.00599688198417425,0.0021674707531929,0.00101465405896306,0.57609635591507
555,0.954688370227814,0.00139228533953428,0.00228149979375303,0.00129927205853164,0.000243915623286739,0.0400946363806725
8899,0.993026256561279,0.000148173960042186,0.000711735046934336,0.000661343801766634,5.63290632271674e-05,0.00539615331217647
8106,0.967733800411224,0.00119568186346442,0.00268882629461586,0.0011229976080358,0.000295714184176177,0.0269629079848528
4622,0.465967118740082,0.00144100724719465,0.00151056738104671,0.00280780275352299,0.000482051778817549,0.527791500091553
